id,word,meaning,pos,level,dictionaryType,created_at
463,bat,박쥐,noun,b2,enko,2025-08-04 15:39
464,bat,박쥐,verb,c1,enko,2025-08-04 15:39
465,bath,욕조,noun,a1,enko,2025-08-04 15:39
466,bathroom,화장실,noun,a1,enko,2025-08-04 15:39
467,battery,배터리,noun,b1,enko,2025-08-04 15:39
468,battle,전투,noun,b1,enko,2025-08-04 15:39
469,battle,전투,verb,b2,enko,2025-08-04 15:39
470,battlefield,싸움터,noun,c1,enko,2025-08-04 15:39
471,bay,만,noun,c1,enko,2025-08-04 15:39
472,be,BE,verb,a1,enko,2025-08-04 15:39
473,be,BE,auxiliary verb,a1,enko,2025-08-04 15:39
474,beach,해변,noun,a1,enko,2025-08-04 15:39
475,beam,빔,noun,c1,enko,2025-08-04 15:39
476,bean,콩,noun,a2,enko,2025-08-04 15:39
477,bear,곰,noun,a2,enko,2025-08-04 15:39
478,bear,참다,verb,b2,enko,2025-08-04 15:39
479,beast,짐승,noun,c1,enko,2025-08-04 15:39
480,beat,이기다,noun,b2,enko,2025-08-04 15:39
481,beat,이기다,verb,a2,enko,2025-08-04 15:39
482,beautiful,아름다운,adjective,a1,enko,2025-08-04 15:39
483,beauty,아름다움,noun,b1,enko,2025-08-04 15:39
484,because,왜냐하면,conjunction,a1,enko,2025-08-04 15:39
485,become,~이 되다,verb,a1,enko,2025-08-04 15:39
486,bed,침대,noun,a1,enko,2025-08-04 15:39
487,bedroom,침실,noun,a1,enko,2025-08-04 15:39
488,bee,벌,noun,b1,enko,2025-08-04 15:39
489,beef,소고기,noun,a2,enko,2025-08-04 15:39
490,beer,맥주,noun,a1,enko,2025-08-04 15:39
491,before,~ 전에,adverb,a2,enko,2025-08-04 15:39
492,before,~ 전에,conjunction,a2,enko,2025-08-04 15:39
493,before,~ 전에,preposition,a1,enko,2025-08-04 15:39
494,beg,빌다,verb,b2,enko,2025-08-04 15:39
495,begin,시작하다,verb,a1,enko,2025-08-04 15:39
496,beginning,시작,noun,a1,enko,2025-08-04 15:39
497,behalf,이익,noun,c1,enko,2025-08-04 15:39
498,behave,행동하다,verb,a2,enko,2025-08-04 15:39
499,behaviour,행동,noun,a2,enko,2025-08-04 15:39
500,behind,뒤에,adverb,a1,enko,2025-08-04 15:39
501,behind,뒤에,preposition,a1,enko,2025-08-04 15:39
502,being,존재,noun,b2,enko,2025-08-04 15:39
503,belief,믿음,noun,b1,enko,2025-08-04 15:39
504,believe,믿다,verb,a1,enko,2025-08-04 15:39
505,bell,벨,noun,b1,enko,2025-08-04 15:39
506,belong,제자리에 있다,verb,a2,enko,2025-08-04 15:39
507,beloved,인기 많은,adjective,c1,enko,2025-08-04 15:39
508,below,아래에,adverb,a1,enko,2025-08-04 15:39
509,below,아래에,preposition,a1,enko,2025-08-04 15:39
510,belt,벨트,noun,a2,enko,2025-08-04 15:39
511,bench,벤치,noun,c1,enko,2025-08-04 15:39
512,benchmark,기준,noun,c1,enko,2025-08-04 15:39
513,bend,만곡부,noun,b1,enko,2025-08-04 15:39
514,bend,만곡부,verb,b1,enko,2025-08-04 15:39
515,beneath,~ 아래에,preposition,c1,enko,2025-08-04 15:39
516,beneficial,유익한,adjective,b2,enko,2025-08-04 15:39
517,beneficiary,수익자,noun,c1,enko,2025-08-04 15:39
518,benefit,혜택,noun,a2,enko,2025-08-04 15:39
519,benefit,혜택,verb,b1,enko,2025-08-04 15:39
520,bent,굽은,adjective,b2,enko,2025-08-04 15:39
521,beside,옆에,preposition,b2,enko,2025-08-04 15:39
522,besides,게다가,adverb,b2,enko,2025-08-04 15:39
523,besides,게다가,preposition,b2,enko,2025-08-04 15:39
524,best,최상의,adjective,a1,enko,2025-08-04 15:39
525,best,최상의,adverb,a2,enko,2025-08-04 15:39
526,best,최상의,noun,a2,enko,2025-08-04 15:39
527,bet,내기,noun,b2,enko,2025-08-04 15:39
528,bet,내기,verb,b2,enko,2025-08-04 15:39
529,betray,무심코 드러내다,verb,c1,enko,2025-08-04 15:39
530,better,더 나은,adjective,a1,enko,2025-08-04 15:39
531,better,더 나은,adverb,a2,enko,2025-08-04 15:39
532,better,더 나은,noun,b1,enko,2025-08-04 15:39
533,between,~ 사이,adverb,a2,enko,2025-08-04 15:39
534,between,~ 사이,preposition,a1,enko,2025-08-04 15:39
535,beyond,그 너머에,adverb,b2,enko,2025-08-04 15:39
536,beyond,그 너머에,preposition,b2,enko,2025-08-04 15:39
537,bias,편견,noun,b2,enko,2025-08-04 15:39
538,bicycle,자전거,noun,a1,enko,2025-08-04 15:39
539,bid,매기다,noun,b2,enko,2025-08-04 15:39
540,bid,매기다,verb,b2,enko,2025-08-04 15:39
541,big,큰,adjective,a1,enko,2025-08-04 15:39
542,bike,자전거,noun,a1,enko,2025-08-04 15:39
543,bill,청구서,noun,a1,enko,2025-08-04 15:39
544,bill,청구서,verb,b2,enko,2025-08-04 15:39
545,billion,10억,number,a2,enko,2025-08-04 15:39
546,bin,큰 상자,noun,a2,enko,2025-08-04 15:39
547,bind,묶다,verb,c1,enko,2025-08-04 15:39
548,biography,전기,noun,c1,enko,2025-08-04 15:39
549,biological,생물학적,adjective,b2,enko,2025-08-04 15:39
550,biology,생물학,noun,a2,enko,2025-08-04 15:39
551,bird,새,noun,a1,enko,2025-08-04 15:39
552,birth,출생,noun,a2,enko,2025-08-04 15:39
553,birthday,생일,noun,a1,enko,2025-08-04 15:39
554,biscuit,비스킷,noun,a2,enko,2025-08-04 15:39
555,bishop,주교,noun,c1,enko,2025-08-04 15:39
556,bit,조금,noun,a2,enko,2025-08-04 15:39
557,bite,깨물다,noun,b1,enko,2025-08-04 15:39
558,bite,깨물다,verb,b1,enko,2025-08-04 15:39
559,bitter,격렬한,adjective,b2,enko,2025-08-04 15:39
560,bizarre,기괴한,adjective,c1,enko,2025-08-04 15:39
561,black,검은색,adjective,a1,enko,2025-08-04 15:39
562,black,검은색,noun,a1,enko,2025-08-04 15:39
563,blade,잎,noun,c1,enko,2025-08-04 15:39
564,blame,탓하다,noun,b2,enko,2025-08-04 15:39
565,blame,탓하다,verb,b2,enko,2025-08-04 15:39
566,blank,공백,adjective,a2,enko,2025-08-04 15:39
567,blank,공백,noun,a2,enko,2025-08-04 15:39
568,blanket,담요,noun,b2,enko,2025-08-04 15:39
569,blast,폭발,noun,c1,enko,2025-08-04 15:39
570,blast,폭발,verb,c1,enko,2025-08-04 15:39
571,bleed,피가 나다,verb,c1,enko,2025-08-04 15:39
572,blend,혼합하다,noun,c1,enko,2025-08-04 15:39
573,blend,혼합하다,verb,c1,enko,2025-08-04 15:39
574,bless,신을 하다,verb,c1,enko,2025-08-04 15:39
575,blessing,축복,noun,c1,enko,2025-08-04 15:39
576,blind,눈이 먼,adjective,b2,enko,2025-08-04 15:39
577,block,차단하다,noun,b1,enko,2025-08-04 15:39
578,block,차단하다,verb,b1,enko,2025-08-04 15:39
579,blog,블로그,noun,a1,enko,2025-08-04 15:39
580,blonde,금발,adjective,a1,enko,2025-08-04 15:39
581,blood,피,noun,a2,enko,2025-08-04 15:39
582,blow,불다,noun,b2,enko,2025-08-04 15:39
583,blow,불다,verb,a2,enko,2025-08-04 15:39
584,blue,파란색,adjective,a1,enko,2025-08-04 15:39
585,blue,파란색,noun,a1,enko,2025-08-04 15:39
586,board,판자,noun,a2,enko,2025-08-04 15:39
587,board,판자,verb,b1,enko,2025-08-04 15:39
588,boast,자랑,verb,c1,enko,2025-08-04 15:39
589,boat,보트,noun,a1,enko,2025-08-04 15:39
590,body,몸,noun,a1,enko,2025-08-04 15:39
591,boil,종기,verb,a2,enko,2025-08-04 15:39
592,bold,용감한,adjective,b2,enko,2025-08-04 15:39
593,bomb,폭탄,noun,b1,enko,2025-08-04 15:39
594,bomb,폭탄,verb,b1,enko,2025-08-04 15:39
595,bombing,폭격,noun,b2,enko,2025-08-04 15:39
596,bond,노예,noun,b2,enko,2025-08-04 15:39
597,bone,뼈,noun,a2,enko,2025-08-04 15:39
598,bonus,보너스,noun,c1,enko,2025-08-04 15:39
599,book,책,noun,a1,enko,2025-08-04 15:39
600,book,책,verb,a2,enko,2025-08-04 15:39
601,booking,예약,noun,b2,enko,2025-08-04 15:39
602,boom,팔,noun,c1,enko,2025-08-04 15:39
603,boost,후원,noun,b2,enko,2025-08-04 15:39
604,boost,후원,verb,b2,enko,2025-08-04 15:39
605,boot,신병,noun,a1,enko,2025-08-04 15:39
606,border,국경,noun,b1,enko,2025-08-04 15:39
607,border,국경,verb,b2,enko,2025-08-04 15:39
608,bored,지루한,adjective,a1,enko,2025-08-04 15:39
609,boring,지루한,adjective,a1,enko,2025-08-04 15:39
610,born,태어나다,verb,a1,enko,2025-08-04 15:39
611,borrow,빌리다,verb,a2,enko,2025-08-04 15:39
612,boss,사장,noun,a2,enko,2025-08-04 15:39
613,both,둘 다,determiner,a1,enko,2025-08-04 15:39
614,both,둘 다,pronoun,a1,enko,2025-08-04 15:39
615,bother,신경 쓰다,verb,b1,enko,2025-08-04 15:39
616,bottle,병,noun,a1,enko,2025-08-04 15:39
617,bottom,맨 아래,adjective,a2,enko,2025-08-04 15:39
618,bottom,맨 아래,noun,a2,enko,2025-08-04 15:39
619,bounce,되튐,verb,c1,enko,2025-08-04 15:39
620,bound,경계,adjective,b2,enko,2025-08-04 15:39
621,boundary,경계,noun,c1,enko,2025-08-04 15:39
622,bow,절하다,noun,c1,enko,2025-08-04 15:39
623,bow,절하다,verb,c1,enko,2025-08-04 15:39
624,bowl,그릇,noun,a2,enko,2025-08-04 15:39
625,box,상자,noun,a1,enko,2025-08-04 15:39
626,boy,소년,noun,a1,enko,2025-08-04 15:39
627,boyfriend,남자 친구,noun,a1,enko,2025-08-04 15:39
628,brain,뇌,noun,a2,enko,2025-08-04 15:39
629,branch,나뭇가지,noun,b1,enko,2025-08-04 15:39
630,brand,상표,noun,b1,enko,2025-08-04 15:39
631,brand,상표,verb,b1,enko,2025-08-04 15:39
632,brave,용감한,adjective,b1,enko,2025-08-04 15:39
633,breach,위반,noun,c1,enko,2025-08-04 15:39
634,breach,위반,verb,c1,enko,2025-08-04 15:39
635,bread,빵,noun,a1,enko,2025-08-04 15:39
636,break,부서지다,noun,a1,enko,2025-08-04 15:39
637,break,부서지다,verb,a1,enko,2025-08-04 15:39
638,breakdown,고장,noun,c1,enko,2025-08-04 15:39
639,breakfast,아침,noun,a1,enko,2025-08-04 15:39
640,breakthrough,돌파구,noun,c1,enko,2025-08-04 15:39
641,breast,가슴,noun,b2,enko,2025-08-04 15:39
642,breath,호흡,noun,b1,enko,2025-08-04 15:39
643,breathe,숨 쉬다,verb,b1,enko,2025-08-04 15:39
644,breathing,호흡,noun,b1,enko,2025-08-04 15:39
645,breed,새끼를 낳다,noun,c1,enko,2025-08-04 15:39
646,breed,새끼를 낳다,verb,c1,enko,2025-08-04 15:39
647,brick,벽돌,noun,b2,enko,2025-08-04 15:39
648,bride,신부,noun,b1,enko,2025-08-04 15:39
649,bridge,다리,noun,a2,enko,2025-08-04 15:39
650,brief,짧은,adjective,b2,enko,2025-08-04 15:39
651,briefly,간단히,adverb,b2,enko,2025-08-04 15:39
652,bright,밝은,adjective,a2,enko,2025-08-04 15:39
653,brilliant,멋진,adjective,a2,enko,2025-08-04 15:39
654,bring,가져오다,verb,a1,enko,2025-08-04 15:39
655,broad,넓은,adjective,b2,enko,2025-08-04 15:39
656,broadband,광대역,noun,c1,enko,2025-08-04 15:39
657,broadcast,방송,noun,b2,enko,2025-08-04 15:39
658,broadcast,방송,verb,b2,enko,2025-08-04 15:39
659,broadcaster,방송사,noun,b2,enko,2025-08-04 15:39
660,broadly,대체로,adverb,b2,enko,2025-08-04 15:39
661,broken,고장난,adjective,a2,enko,2025-08-04 15:39
662,brother,형제,noun,a1,enko,2025-08-04 15:39
663,brown,갈색,adjective,a1,enko,2025-08-04 15:39
664,brown,갈색,noun,a1,enko,2025-08-04 15:39
665,browser,브라우저,noun,c1,enko,2025-08-04 15:39
666,brush,브러시,noun,a2,enko,2025-08-04 15:39
667,brush,브러시,verb,a2,enko,2025-08-04 15:39
668,brutal,잔혹한,adjective,c1,enko,2025-08-04 15:39
669,bubble,거품,noun,b1,enko,2025-08-04 15:39
670,buck,책임,noun,c1,enko,2025-08-04 15:39
671,buddy,친구,noun,c1,enko,2025-08-04 15:39
672,budget,예산,noun,b2,enko,2025-08-04 15:39
673,buffer,완충기,noun,c1,enko,2025-08-04 15:39
674,bug,벌레,noun,b2,enko,2025-08-04 15:39
675,build,짓다,verb,a1,enko,2025-08-04 15:39
676,building,건물,noun,a1,enko,2025-08-04 15:39
677,bulk,대부분,noun,c1,enko,2025-08-04 15:39
678,bullet,총알,noun,b2,enko,2025-08-04 15:39
679,bunch,다발,noun,b2,enko,2025-08-04 15:39
680,burden,부담,noun,c1,enko,2025-08-04 15:39
681,bureaucracy,관료,noun,c1,enko,2025-08-04 15:39
682,burial,매장,noun,c1,enko,2025-08-04 15:39
683,burn,불타다,noun,b2,enko,2025-08-04 15:39
684,burn,불타다,verb,a2,enko,2025-08-04 15:39
685,burst,터지다,verb,c1,enko,2025-08-04 15:39
686,bury,묻다 ,verb,b1,enko,2025-08-04 15:39
687,bus,버스,noun,a1,enko,2025-08-04 15:39
688,bush,부시,noun,b2,enko,2025-08-04 15:39
689,business,사업,noun,a1,enko,2025-08-04 15:39
690,businessman,실업가,noun,a2,enko,2025-08-04 15:39
691,busy,바쁘다,adjective,a1,enko,2025-08-04 15:39
692,but,하지만,conjunction,a1,enko,2025-08-04 15:39
693,but,하지만,preposition,b2,enko,2025-08-04 15:39
694,butter,버터,noun,a1,enko,2025-08-04 15:39
695,button,단추,noun,a2,enko,2025-08-04 15:39
696,buy,구입하다,verb,a1,enko,2025-08-04 15:39
697,by,~에 의해,adverb,b1,enko,2025-08-04 15:39
698,by,~에 의해,preposition,a1,enko,2025-08-04 15:39
699,bye,안녕,exclamation,a1,enko,2025-08-04 15:39
700,cabin,선실,noun,b2,enko,2025-08-04 15:39
701,cabinet,내각,noun,c1,enko,2025-08-04 15:39
702,cable,케이블,noun,b2,enko,2025-08-04 15:39
703,cafe,카페,noun,a1,enko,2025-08-04 15:39
704,cake,케이크,noun,a1,enko,2025-08-04 15:39
705,calculate,믿다,verb,b2,enko,2025-08-04 15:39
706,calculation,계산,noun,c1,enko,2025-08-04 15:39
707,call,부르다,noun,a1,enko,2025-08-04 15:39
708,call,부르다,verb,a1,enko,2025-08-04 15:39
709,calm,침착한,adjective,b1,enko,2025-08-04 15:39
710,calm,침착한,noun,b1,enko,2025-08-04 15:39
711,calm,침착한,verb,b1,enko,2025-08-04 15:39
712,camera,카메라,noun,a1,enko,2025-08-04 15:39
713,camp,캠프,noun,a2,enko,2025-08-04 15:39
714,camp,캠프,verb,a2,enko,2025-08-04 15:39
715,campaign,운동,noun,b1,enko,2025-08-04 15:39
716,campaign,운동,verb,b1,enko,2025-08-04 15:39
717,camping,캠핑,noun,a2,enko,2025-08-04 15:39
718,campus,교정,noun,b1,enko,2025-08-04 15:39
719,can,~할 수 있다,noun,a2,enko,2025-08-04 15:39
720,can,~할 수 있다,modal verb,a1,enko,2025-08-04 15:39
721,canal,운하,noun,b2,enko,2025-08-04 15:39
722,cancel,취소,verb,b2,enko,2025-08-04 15:39
723,cancer,암,noun,b2,enko,2025-08-04 15:39
724,candidate,후보자,noun,b1,enko,2025-08-04 15:39
725,candle,양초,noun,b2,enko,2025-08-04 15:39
726,cannot,할 수 없다,modal verb,a1,enko,2025-08-04 15:39
727,canvas,캔버스,noun,c1,enko,2025-08-04 15:39
728,cap,캡,noun,b1,enko,2025-08-04 15:39
729,capability,능력,noun,c1,enko,2025-08-04 15:39
730,capable,유능한,adjective,b2,enko,2025-08-04 15:39
731,capacity,용량,noun,b2,enko,2025-08-04 15:39
732,capital,수도,adjective,a1,enko,2025-08-04 15:39
733,capital,수도,noun,a1,enko,2025-08-04 15:39
734,capitalism,자본주의,noun,c1,enko,2025-08-04 15:39
735,capitalist,자본가,adjective,c1,enko,2025-08-04 15:39
736,captain,선장,noun,b1,enko,2025-08-04 15:39
737,capture,포착,noun,b2,enko,2025-08-04 15:39
738,capture,포착,verb,b2,enko,2025-08-04 15:39
739,car,자동차,noun,a1,enko,2025-08-04 15:39
740,carbon,탄소,noun,b2,enko,2025-08-04 15:39
741,card,카드,noun,a1,enko,2025-08-04 15:39
742,care,케어,noun,a2,enko,2025-08-04 15:39
743,care,케어,verb,a2,enko,2025-08-04 15:39
744,career,직업,noun,a1,enko,2025-08-04 15:39
745,careful,주의 깊은,adjective,a2,enko,2025-08-04 15:39
746,carefully,주의하여,adverb,a2,enko,2025-08-04 15:39
747,careless,경솔한,adjective,b1,enko,2025-08-04 15:39
748,cargo,뱃짐,noun,c1,enko,2025-08-04 15:39
749,carpet,양탄자,noun,a2,enko,2025-08-04 15:39
750,carriage,마차,noun,c1,enko,2025-08-04 15:39
751,carrot,당근,noun,a1,enko,2025-08-04 15:39
752,carry,나르다,verb,a1,enko,2025-08-04 15:39
753,cartoon,만화,noun,a2,enko,2025-08-04 15:39
754,carve,새기다,verb,c1,enko,2025-08-04 15:39
755,case,사례,noun,a2,enko,2025-08-04 15:39
756,cash,현금,noun,a2,enko,2025-08-04 15:39
757,casino,카지노,noun,c1,enko,2025-08-04 15:39
758,cast,깁스,noun,b2,enko,2025-08-04 15:39
759,cast,깁스,verb,b2,enko,2025-08-04 15:39
760,castle,성,noun,a2,enko,2025-08-04 15:39
761,casual,평상복,adjective,b2,enko,2025-08-04 15:39
762,casualty,사상자 수,noun,c1,enko,2025-08-04 15:39
763,cat,고양이,noun,a1,enko,2025-08-04 15:39
764,catalogue,목록,noun,c1,enko,2025-08-04 15:39
765,catch,잡다,noun,b2,enko,2025-08-04 15:39
766,catch,잡다,verb,a2,enko,2025-08-04 15:39
767,category,범주,noun,b1,enko,2025-08-04 15:39
768,cater,네 끗패,verb,c1,enko,2025-08-04 15:39
769,cattle,가축,noun,c1,enko,2025-08-04 15:39
770,cause,원인,noun,a2,enko,2025-08-04 15:39
771,cause,원인,verb,a2,enko,2025-08-04 15:39
772,caution,주의,noun,c1,enko,2025-08-04 15:39
773,cautious,조심성 있는,adjective,c1,enko,2025-08-04 15:39
774,cave,동굴,noun,b2,enko,2025-08-04 15:39
775,CD,CD,noun,a1,enko,2025-08-04 15:39
776,cease,중지,verb,c1,enko,2025-08-04 15:39
777,ceiling,천장,noun,b1,enko,2025-08-04 15:39
778,celebrate,축하하다,verb,a2,enko,2025-08-04 15:39
779,celebration,축하,noun,b1,enko,2025-08-04 15:39
780,celebrity,유명 인사,noun,a2,enko,2025-08-04 15:39
781,cell,셀,noun,b2,enko,2025-08-04 15:39
782,cemetery,묘지,noun,c1,enko,2025-08-04 15:39
783,cent,센트,noun,a1,enko,2025-08-04 15:39
784,central,본부,adjective,b1,enko,2025-08-04 15:39
785,centre,센터,noun,a1,enko,2025-08-04 15:39
786,centre,센터,verb,b1,enko,2025-08-04 15:39
787,century,세기,noun,a1,enko,2025-08-04 15:39
788,ceremony,의식,noun,b1,enko,2025-08-04 15:39
789,certain,확실한,adjective,a2,enko,2025-08-04 15:39
790,certainly,틀림없이,adverb,a2,enko,2025-08-04 15:39
791,certainty,확실성,noun,b2,enko,2025-08-04 15:39
792,certificate,자격증,noun,b2,enko,2025-08-04 15:39
793,chain,체인,noun,b1,enko,2025-08-04 15:39
794,chain,체인,verb,b2,enko,2025-08-04 15:39
795,chair,의자,noun,a1,enko,2025-08-04 15:39
796,chair,의자,verb,b2,enko,2025-08-04 15:39
797,chairman,의장,noun,b2,enko,2025-08-04 15:39
798,challenge,도전,noun,b1,enko,2025-08-04 15:39
799,challenge,도전,verb,b2,enko,2025-08-04 15:39
800,challenging,도전적인,adjective,b2,enko,2025-08-04 15:39
801,chamber,방,noun,c1,enko,2025-08-04 15:39
802,champion,챔피언,noun,b1,enko,2025-08-04 15:39
803,championship,선수권 대회,noun,b2,enko,2025-08-04 15:39
804,chance,가능성,noun,a2,enko,2025-08-04 15:39
805,change,변화,noun,a1,enko,2025-08-04 15:39
806,change,변화,verb,a1,enko,2025-08-04 15:39
807,channel,채널,noun,b1,enko,2025-08-04 15:39
808,chaos,혼돈,noun,c1,enko,2025-08-04 15:39
809,chapter,장,noun,b1,enko,2025-08-04 15:39
810,character,성격,noun,a2,enko,2025-08-04 15:39
811,characteristic,특성,adjective,b2,enko,2025-08-04 15:39
812,characteristic,특성,noun,b2,enko,2025-08-04 15:39
813,characterize,특징화하다,verb,c1,enko,2025-08-04 15:39
814,charge,요금,noun,b1,enko,2025-08-04 15:39
815,charge,요금,verb,b1,enko,2025-08-04 15:39
816,charity,자선 단체,noun,a2,enko,2025-08-04 15:39
817,charm,매력,noun,c1,enko,2025-08-04 15:39
818,charming,매력적인,adjective,b2,enko,2025-08-04 15:39
819,chart,차트,noun,a1,enko,2025-08-04 15:39
820,chart,차트,verb,b2,enko,2025-08-04 15:39
821,charter,전세,noun,c1,enko,2025-08-04 15:39
822,chase,뒤쫓다다,noun,b2,enko,2025-08-04 15:39
823,chase,뒤쫓다다,verb,b2,enko,2025-08-04 15:39
824,chat,채팅,noun,a2,enko,2025-08-04 15:39
825,chat,채팅,verb,a2,enko,2025-08-04 15:39
826,cheap,값이 싼,adjective,a1,enko,2025-08-04 15:39
827,cheap,값이 싼,adverb,b1,enko,2025-08-04 15:39
828,cheat,속이다,noun,b1,enko,2025-08-04 15:39
829,cheat,속이다,verb,b1,enko,2025-08-04 15:39
830,check,확인하다,noun,a2,enko,2025-08-04 15:39
831,check,확인하다,verb,a1,enko,2025-08-04 15:39
832,cheek,볼,noun,b2,enko,2025-08-04 15:39
833,cheer,환호,noun,b2,enko,2025-08-04 15:39
834,cheer,환호,verb,b2,enko,2025-08-04 15:39
835,cheerful,쾌활한,adjective,b1,enko,2025-08-04 15:39
836,cheese,치즈,noun,a1,enko,2025-08-04 15:39
837,chef,요리사,noun,a2,enko,2025-08-04 15:39
838,chemical,화학적인,adjective,b1,enko,2025-08-04 15:39
839,chemical,화학적인,noun,b1,enko,2025-08-04 15:39
840,chemistry,화학,noun,a2,enko,2025-08-04 15:39
841,chest,가슴,noun,b1,enko,2025-08-04 15:39
842,chicken,닭,noun,a1,enko,2025-08-04 15:39
843,chief,셰프,adjective,b2,enko,2025-08-04 15:39
844,chief,셰프,noun,b2,enko,2025-08-04 15:39
845,child,어린이,noun,a1,enko,2025-08-04 15:39
846,childhood,어린 시절,noun,b1,enko,2025-08-04 15:39
847,chip,칩,noun,a2,enko,2025-08-04 15:39
848,chocolate,초콜릿,noun,a1,enko,2025-08-04 15:39
849,choice,선택,noun,a2,enko,2025-08-04 15:39
850,choir,성가대,noun,b2,enko,2025-08-04 15:39
851,choose,선택하다,verb,a1,enko,2025-08-04 15:39
852,chop,촙,verb,b2,enko,2025-08-04 15:39
853,chronic,만성병 환자,adjective,c1,enko,2025-08-04 15:39
854,chunk,큰 덩어리,noun,c1,enko,2025-08-04 15:39
855,church,교회,noun,a2,enko,2025-08-04 15:39
856,cigarette,담배,noun,a2,enko,2025-08-04 15:39
857,cinema,영화,noun,a1,enko,2025-08-04 15:39
858,circle,원,noun,a2,enko,2025-08-04 15:39
859,circle,원,verb,a2,enko,2025-08-04 15:39
860,circuit,회로,noun,b2,enko,2025-08-04 15:39
861,circulate,돌리다,verb,c1,enko,2025-08-04 15:39
862,circulation,순환,noun,c1,enko,2025-08-04 15:39
863,circumstance,상황,noun,b2,enko,2025-08-04 15:39
864,cite,인용문,verb,b2,enko,2025-08-04 15:39
865,citizen,시민,noun,b2,enko,2025-08-04 15:39
866,citizenship,시민권,noun,c1,enko,2025-08-04 15:39
