id,word,meaning,pos,level,dictionaryType,created_at,,,
643,그래서,so,분석 불능,A,koen,,,,
644,그래야,That's right,분석 불능,C,koen,,,,
645,그래픽,Graphics,명사,C,koen,,,,
646,그램,gram,의존 명사,B,koen,,,,
647,그러나,however,부사,A,koen,,,,
648,그러니까,therefore,부사,A,koen,,,,
649,그러다,Then,동사,C,koen,,,,
650,그러면,then,부사,A,koen,,,,
651,그러므로,therefore,부사,B,koen,,,,
652,그러하다,That's right,형용사,B,koen,,,,
653,그런,that,관형사,B,koen,,,,
654,그런대로,enough,부사,C,koen,,,,
655,그런데,however,부사,A,koen,,,,
656,그럴듯하다,It seems plausible,형용사,C,koen,,,,
657,그럼,then,부사,A,koen,,,,
658,그럼,then,감탄사,A,koen,,,,
659,그렇게,like that,분석 불능,B,koen,,,,
660,그렇다,Yes,형용사,A,koen,,,,
661,그렇지,yes,감탄사,B,koen,,,,
662,그렇지만,but,부사,A,koen,,,,
663,그려지다,be drawn,동사,B,koen,,,,
664,그루,Gru,의존 명사,C,koen,,,,
665,그룹,group,명사,B,koen,,,,
666,그릇,bowl,명사,A,koen,,,,
667,그리,picture,부사,B,koen,,,,
668,그리고,and,부사,A,koen,,,,
669,그리다,draw,동사,A,koen,,,,
670,그리로,There,부사,C,koen,,,,
671,그리움,yearning,명사,C,koen,,,,
672,그리워하다,miss,동사,C,koen,,,,
673,그리하여,So,부사,C,koen,,,,
674,그림,painting,명사,A,koen,,,,
675,그림자,shadow,명사,B,koen,,,,
676,그립다,I miss you,형용사,B,koen,,,,
677,그만,stop,부사,B,koen,,,,
678,그만두다,quit,동사,B,koen,,,,
679,그만큼,that,부사,B,koen,,,,
680,그만하다,Stop it,형용사,B,koen,,,,
681,그분,He,대명사,A,koen,,,,
682,그사이,In the meantime,명사,C,koen,,,,
683,그야말로,That's right,부사,C,koen,,,,
684,그이,He,대명사,C,koen,,,,
685,그저,just,부사,C,koen,,,,
686,그저께,day before yesterday,명사,C,koen,,,,
687,그전,Before that,명사,C,koen,,,,
688,그제서야,Only then,부사,C,koen,,,,
689,그제야,Only then,부사,C,koen,,,,
690,그중,Among them,명사,B,koen,,,,
691,그쪽,That side,대명사,A,koen,,,,
692,그치다,stop,동사,B,koen,,,,
693,그토록,So much,부사,C,koen,,,,
694,그해,That year,명사,B,koen,,,,
695,극,pole,명사,C,koen,,,,
696,극복,Overcome,명사,C,koen,,,,
697,극복하다,overcome,동사,C,koen,,,,
698,극작가,playwright,명사,C,koen,,,,
699,극장,theater,명사,A,koen,,,,
700,극히,like mad,부사,C,koen,,,,
701,근거,reason,명사,C,koen,,,,
702,근거하다,Based on,동사,C,koen,,,,
703,근교,suburb,명사,C,koen,,,,
704,근데,however,부사,B,koen,,,,
705,근래,Recently,명사,C,koen,,,,
706,근로,work,명사,C,koen,,,,
707,근로자,workers,명사,B,koen,,,,
708,근무,work,명사,B,koen,,,,
709,근무하다,work,동사,B,koen,,,,
710,근본,fundamental,명사,C,koen,,,,
711,근본적,fundamental,명사,C,koen,,,,
712,근원,source,명사,C,koen,,,,
713,근육,muscles,명사,C,koen,,,,
714,근처,around,명사,A,koen,,,,
715,글,writing,명사,B,koen,,,,
716,글쎄,well,감탄사,B,koen,,,,
717,글쎄요,well,감탄사,B,koen,,,,
718,글쓰기,Writing,명사,B,koen,,,,
719,글씨,writing,명사,B,koen,,,,
720,글자,letter,명사,B,koen,,,,
721,긁다,scratch,동사,C,koen,,,,
722,금,gold,명사,C,koen,,,,
723,금,gold,명사,B,koen,,,,
724,금강산,Geumgangsan Mountain,고유 명사,C,koen,,,,
725,금고,safe,명사,C,koen,,,,
726,금년,This year,명사,B,koen,,,,
727,금메달,gold medal,명사,C,koen,,,,
728,금방,Soon,부사,B,koen,,,,
729,금세,Soon,부사,C,koen,,,,
730,금액,amount,명사,C,koen,,,,
731,금연,No smoking,명사,B,koen,,,,
732,금요일,friday,명사,A,koen,,,,
733,금지,prohibition,명사,B,koen,,,,
734,금지되다,be banned,동사,C,koen,,,,
735,금지하다,Prohibit,동사,B,koen,,,,
736,금하다,Forbidden,동사,C,koen,,,,
737,급,class,명사,A,koen,,,,
738,급격히,Rapidly,부사,C,koen,,,,
739,급속히,rapidly,부사,C,koen,,,,
740,급증하다,surge,동사,C,koen,,,,
741,급하다,Urgent,형용사,B,koen,,,,
742,급히,in haste,부사,C,koen,,,,
743,긋다,draw,동사,C,koen,,,,
744,긍정적,Positive,명사,B,koen,,,,
745,기,energy,명사,C,koen,,,,
746,기,energy,명사,C,koen,,,,
747,기간,period,명사,B,koen,,,,
748,기계,machine,명사,B,koen,,,,
749,기관,organ,명사,C,koen,,,,
750,기구,machine,명사,C,koen,,,,
751,기구,machine,명사,C,koen,,,,
752,기기,machinery and tools,명사,C,koen,,,,
753,기념,commemoration,명사,C,koen,,,,
754,기념일,anniversary,명사,C,koen,,,,
755,기념품,souvenir,명사,C,koen,,,,
756,기념하다,commemorate,동사,C,koen,,,,
757,기능,function,명사,C,koen,,,,
758,기능,function,명사,C,koen,,,,
759,기다,crawl,동사,C,koen,,,,
760,기다리다,wait,동사,A,koen,,,,
761,기대,expectation,명사,B,koen,,,,
762,기대다,lean,동사,C,koen,,,,
763,기대되다,Look forward to it,동사,C,koen,,,,
764,기대하다,expect,동사,B,koen,,,,
765,기도,pray,명사,B,koen,,,,
766,기도하다,Pray,동사,C,koen,,,,
767,기독교,Christianity,명사,C,koen,,,,
768,기둥,pillar,명사,C,koen,,,,
769,기록,record,명사,C,koen,,,,
770,기록되다,be recorded,동사,C,koen,,,,
771,기록하다,Record,동사,B,koen,,,,
772,기르다,cultivate,동사,B,koen,,,,
773,기름,oil,명사,B,koen,,,,
774,기막히다,Amazing,형용사,C,koen,,,,
775,기법,techniques,명사,C,koen,,,,
776,기본,basic,명사,B,koen,,,,
777,기본적,Basic,명사,C,koen,,,,
778,기분,mood,명사,A,koen,,,,
779,기뻐하다,Be happy,동사,B,koen,,,,
780,기쁘다,happy,형용사,B,koen,,,,
781,기쁨,delight,명사,B,koen,,,,
782,기사,article,명사,B,koen,,,,
783,기사,article,명사,B,koen,,,,
784,기성,Ready-made,명사,C,koen,,,,
785,기성세대,Established generation,명사,C,koen,,,,
786,기숙사,dormitory,명사,A,koen,,,,
787,기술,technology,명사,B,koen,,,,
788,기술자,technician,명사,C,koen,,,,
789,기술하다,describe,동사,C,koen,,,,
790,기억,memory,명사,B,koen,,,,
791,기억나다,I remember,동사,B,koen,,,,
792,기억되다,be remembered,동사,C,koen,,,,
793,기억하다,remember,동사,B,koen,,,,
794,기업,enterprise,명사,C,koen,,,,
795,기업인,businessman,명사,C,koen,,,,
796,기여,Contribution,명사,C,koen,,,,
797,기여하다,Contribute,동사,C,koen,,,,
798,기온,Temperature,명사,B,koen,,,,
799,기운,strength,명사,B,koen,,,,
800,기울다,slant,동사,C,koen,,,,
801,기울이다,tilt,동사,C,koen,,,,
802,기원,genesis,명사,C,koen,,,,
803,기원전,B.C.,명사,C,koen,,,,
804,기자,reporter,명사,B,koen,,,,
805,기적,miracle,명사,C,koen,,,,
806,기준,standard,명사,B,koen,,,,
807,기차,train,명사,A,koen,,,,
808,기초,basic,명사,B,koen,,,,
809,기초적,Basic,명사,C,koen,,,,
810,기초하다,Be based,동사,C,koen,,,,
811,기침,cough,명사,B,koen,,,,
812,기타,etc,명사,C,koen,,,,
813,기타,etc,명사,B,koen,,,,
814,기호,sign,명사,C,koen,,,,
815,기혼,married,명사,C,koen,,,,
816,기회,opportunity,명사,B,koen,,,,
817,기획,planning,명사,C,koen,,,,
818,기후,climate,명사,C,koen,,,,
819,긴급,emergency,명사,C,koen,,,,
820,긴장,nervous,명사,B,koen,,,,
821,긴장감,tension,명사,C,koen,,,,
822,긴장되다,Be nervous,동사,C,koen,,,,
823,긴장하다,Be nervous,동사,B,koen,,,,
824,길,road,명사,A,koen,,,,
825,길가,roadside,명사,B,koen,,,,
826,길거리,street,명사,B,koen,,,,
827,길다,Long,형용사,A,koen,,,,
828,길어지다,lengthen,동사,C,koen,,,,
829,길이,length,명사,B,koen,,,,
830,김,seaweed,명사,C,koen,,,,
831,김,seaweed,명사,B,koen,,,,
832,김,seaweed,의존 명사,C,koen,,,,
833,김밥,kimbap,명사,A,koen,,,,
834,김치,kimchi,명사,A,koen,,,,
835,김치찌개,kimchi soup,명사,B,koen,,,,
836,김포공항,Gimpo Airport,고유 명사,B,koen,,,,
837,깊다,Deep,형용사,B,koen,,,,
838,깊숙이,Deep inside,부사,C,koen,,,,
839,깊이,depth,명사,B,koen,,,,
840,깊이,depth,부사,B,koen,,,,
841,까다,hatch,동사,C,koen,,,,
842,까닭,reason,명사,B,koen,,,,
843,까만색,black,명사,B,koen,,,,
844,까맣다,It's black,형용사,B,koen,,,,
845,까먹다,Forget,동사,C,koen,,,,
846,까치,magpie,명사,C,koen,,,,
847,깍두기,Kakdugi,명사,C,koen,,,,
848,깎다,beat down,동사,A,koen,,,,
849,깔끔하다,It's neat,형용사,C,koen,,,,
850,깔다,lay,동사,C,koen,,,,
851,깔리다,Get laid,동사,C,koen,,,,
852,깜빡,Blink,부사,B,koen,,,,
853,깜짝,Surprise,부사,B,koen,,,,
854,깡패,highbinder,명사,C,koen,,,,
855,깨끗이,clean,부사,B,koen,,,,
856,깨끗하다,Clean,형용사,A,koen,,,,
857,깨끗해지다,Become clean,동사,C,koen,,,,
858,깨다,break,동사,B,koen,,,,
859,깨다,break,동사,B,koen,,,,
860,깨닫다,awake to,동사,C,koen,,,,
861,깨달음,Enlightenment,명사,C,koen,,,,
862,깨뜨리다,break,동사,C,koen,,,,
863,깨소금,Sesame salt,명사,C,koen,,,,
864,깨어나다,Wake up,동사,C,koen,,,,
865,깨어지다,Break up,동사,C,koen,,,,
866,깨우다,awaken,동사,C,koen,,,,
867,깨지다,chip,동사,B,koen,,,,
868,꺼내다,take out,동사,B,koen,,,,
869,꺼지다,break,동사,B,koen,,,,
870,꺾다,break,동사,C,koen,,,,
871,껌,chewing gum,명사,B,koen,,,,
872,껍질,shell,명사,B,koen,,,,
873,꼬리,tail,명사,C,koen,,,,
874,꼬마,runt,명사,C,koen,,,,
875,꼭,please,부사,C,koen,,,,
876,꼭,please,부사,A,koen,,,,
877,꼭대기,top,명사,B,koen,,,,
878,꼴,form,명사,C,koen,,,,
879,꼼꼼하다,meticulous,형용사,C,koen,,,,
880,꼼짝,Freeze,부사,C,koen,,,,
881,꼽히다,be chosen,동사,C,koen,,,,
882,꽂다,stick,동사,C,koen,,,,
883,꽃,flower,명사,A,koen,,,,
884,꽃씨,flower seeds,명사,C,koen,,,,
885,꽃잎,petal,명사,B,koen,,,,
886,꽉,closely,부사,C,koen,,,,
887,꽤,fairly,부사,B,koen,,,,
888,꾸다,Dream,동사,B,koen,,,,
889,꾸다,Dream,동사,C,koen,,,,
890,꾸리다,manage,동사,C,koen,,,,
891,꾸미다,adorn,동사,B,koen,,,,
892,꾸준하다,Steady,형용사,C,koen,,,,
893,꾸준히,untiringly,부사,B,koen,,,,
894,꾸중,scolding,명사,C,koen,,,,
895,꿀,honey,명사,B,koen,,,,
896,꿈,dream,명사,A,koen,,,,
897,꿈꾸다,dream,동사,B,koen,,,,
898,꿈속,In a dream,명사,B,koen,,,,
899,끄다,turn off,동사,A,koen,,,,
900,끄덕이다,nod,동사,B,koen,,,,
901,끈,string,명사,C,koen,,,,
902,끊기다,disconnect,동사,C,koen,,,,
903,끊다,sever,동사,B,koen,,,,
904,끊어지다,cut off,동사,B,koen,,,,
905,끊임없다,Constant,형용사,C,koen,,,,
906,끊임없이,constantly,부사,C,koen,,,,
907,끌다,draw,동사,B,koen,,,,
908,끌리다,traipse,동사,C,koen,,,,
909,끌어당기다,Pull,동사,C,koen,,,,
910,끓다,boil,동사,B,koen,,,,
911,끓이다,boil,동사,B,koen,,,,
912,끝,end,명사,A,koen,,,,
913,끝나다,end,동사,A,koen,,,,
914,끝내,Finally,부사,B,koen,,,,
915,끝내다,finish,동사,A,koen,,,,
916,끝없다,Endless,형용사,C,koen,,,,
917,끝없이,eternally,부사,C,koen,,,,
918,끼,talent,명사,C,koen,,,,
919,끼다,fold,동사,B,koen,,,,
920,끼다,fold,동사,B,koen,,,,
921,끼어들다,Intervene,동사,C,koen,,,,
922,끼우다,insert,동사,C,koen,,,,
923,나,me,대명사,A,koen,,,,
924,나가다,go out,동사,A,koen,,,,
925,나가다,go out,보조 용언,A,koen,,,,
926,나누다,divide,동사,B,koen,,,,
927,나누어지다,Divide,동사,C,koen,,,,
928,나뉘다,Divide,동사,C,koen,,,,
929,나다,grow,동사,A,koen,,,,
930,나다,grow,보조 용언,B,koen,,,,
931,나들이,outing,명사,C,koen,,,,
932,나라,country,명사,A,koen,,,,
933,나란히,side by side,부사,C,koen,,,,
934,나르다,tote,동사,C,koen,,,,
935,나름,depending on,의존 명사,C,koen,,,,
936,나머지,remain,명사,B,koen,,,,
937,나무,tree,명사,A,koen,,,,
938,나물,Wild vegetables,명사,B,koen,,,,
939,나뭇가지,tree branches,명사,B,koen,,,,
940,나뭇잎,umbrage,명사,B,koen,,,,
941,나비,butterfly,명사,B,koen,,,,
942,나빠지다,Get worse,동사,B,koen,,,,
943,나쁘다,bad,형용사,A,koen,,,,
944,나서다,launch,동사,B,koen,,,,
945,나아가다,Go forward,동사,C,koen,,,,
946,나아지다,Get better,동사,C,koen,,,,
947,나오다,come out,동사,A,koen,,,,
948,나이,age,명사,A,koen,,,,
949,나중,later,명사,A,koen,,,,
950,나침반,compass,명사,C,koen,,,,
951,나타나다,appear,동사,B,koen,,,,
952,나타내다,Show,동사,B,koen,,,,
953,나흘,four days,명사,B,koen,,,,
954,낙엽,Fallen leaves,명사,B,koen,,,,
955,낚시,fishhook,명사,B,koen,,,,
956,낚시꾼,angler,명사,C,koen,,,,
957,낚싯대,fishing rod,명사,C,koen,,,,
958,난리,chaos,명사,C,koen,,,,
959,난방,heating,명사,C,koen,,,,
960,날,me,명사,A,koen,,,,
961,날개,wings,명사,B,koen,,,,
962,날다,fly,동사,A,koen,,,,
963,날리다,fly,동사,C,koen,,,,
964,날씨,weather,명사,A,koen,,,,
965,날아가다,fly away,동사,B,koen,,,,
966,날아다니다,Fly,동사,C,koen,,,,
967,날아오다,Fly in,동사,B,koen,,,,
968,날짜,date,명사,A,koen,,,,
969,날카롭다,Sharp,형용사,C,koen,,,,
970,낡다,Old,형용사,B,koen,,,,
971,남,other,명사,C,koen,,,,
972,남,other,명사,B,koen,,,,
973,남,other,명사,B,koen,,,,
974,남기다,leave,동사,B,koen,,,,
975,남녀,Man and woman,명사,A,koen,,,,
976,남다,remain,동사,B,koen,,,,
977,남대문,Namdaemun,고유 명사,A,koen,,,,
978,남대문시장,Namdaemun Market,고유 명사,A,koen,,,,
979,남동생,younger brother,명사,A,koen,,,,
980,남매,siblings,명사,B,koen,,,,
981,남미,South America,고유 명사,C,koen,,,,
982,남부,South,명사,C,koen,,,,
983,남북,North and South,명사,C,koen,,,,
984,남산,Namsan,고유 명사,B,koen,,,,
985,남성,male,명사,B,koen,,,,
986,남자,man,명사,A,koen,,,,
987,남쪽,south,명사,A,koen,,,,
988,남편,husband,명사,A,koen,,,,
989,남학생,boy,명사,A,koen,,,,
990,납득하다,Be convinced,동사,C,koen,,,,
991,낫다,surpass,동사,B,koen,,,,
992,낫다,surpass,형용사,B,koen,,,,
993,낭비,waste,명사,C,koen,,,,
994,낮,afternoon,명사,A,koen,,,,
995,낮다,be low,형용사,A,koen,,,,
996,낮아지다,lower,동사,C,koen,,,,
997,낮추다,lower,동사,C,koen,,,,
998,낯설다,unfamiliar,형용사,B,koen,,,,
999,낱말,word,명사,C,koen,,,,
1000,낳다,spawn,동사,B,koen,,,,
1001,내,my,의존 명사,C,koen,,,,
1002,내과,medicine,명사,C,koen,,,,
1003,내내,all the time,부사,B,koen,,,,
1004,내년,Next year,명사,A,koen,,,,
1005,내놓다,put out,동사,B,koen,,,,
1006,내다,give,보조 용언,A,koen,,,,
1007,내다,give,동사,A,koen,,,,
1008,내다보다,Look out,동사,C,koen,,,,
1009,내달,Next month,명사,C,koen,,,,
1010,내려가다,Go down,동사,A,koen,,,,
1011,내려놓다,Put down,동사,B,koen,,,,
1012,내려다보다,Look down,동사,B,koen,,,,
1013,내려오다,Come down,동사,A,koen,,,,
1014,내려지다,come down,동사,C,koen,,,,
1015,내리다,get off,동사,A,koen,,,,
1016,내밀다,hold out,동사,B,koen,,,,
1017,내버리다,Throw away,동사,C,koen,,,,
1018,내보내다,Send out,동사,C,koen,,,,
1019,내부,interior,명사,C,koen,,,,
1020,내쉬다,exhale,동사,C,koen,,,,
1021,내외,Inside and outside,명사,C,koen,,,,
1022,내외,Inside and outside,명사,C,koen,,,,
1023,내용,detail,명사,B,koen,,,,
1024,내용물,contents,명사,C,koen,,,,
1025,내일,tomorrow,부사,A,koen,,,,
1026,내일,tomorrow,명사,A,koen,,,,
1027,내적,Inner product,명사,C,koen,,,,
1028,내주다,let,동사,C,koen,,,,
1029,내지,Inland,부사,B,koen,,,,
1030,내후년,The year after next,명사,C,koen,,,,
1031,냄비,pot,명사,B,koen,,,,
1032,냄새,smell,명사,B,koen,,,,
1033,냇물,stream,명사,C,koen,,,,
1034,냉동,freezing,명사,C,koen,,,,
1035,냉면,Naengmyeon,명사,A,koen,,,,
1036,냉방,air conditioning,명사,C,koen,,,,
1037,냉장고,refrigerator,명사,A,koen,,,,
1038,너,you,대명사,A,koen,,,,
1039,너머,Beyond,명사,B,koen,,,,
1040,너무,too,부사,A,koen,,,,
1041,너무나,So much,부사,B,koen,,,,
1042,너희,you guys,대명사,B,koen,,,,
1043,넉,four,관형사,C,koen,,,,
1044,넉넉하다,It's ample,형용사,C,koen,,,,
1045,널리,extensively,부사,C,koen,,,,
1046,넓다,Wide,형용사,A,koen,,,,
1047,넓어지다,expand,동사,B,koen,,,,
1048,넓히다,widen,동사,B,koen,,,,
1049,넘겨주다,hand over,동사,C,koen,,,,
1050,넘기다,turn over,동사,C,koen,,,,
1051,넘다,exceed,동사,B,koen,,,,
1052,넘어가다,Go over,동사,B,koen,,,,
1053,넘어뜨리다,knock down,동사,C,koen,,,,
1054,넘어서다,Go beyond,동사,B,koen,,,,
1055,넘어오다,Come over,동사,C,koen,,,,
1056,넘어지다,fall down,동사,B,koen,,,,
1057,넘치다,spill over,동사,B,koen,,,,
1058,넣다,enclose,동사,A,koen,,,,
1059,네,yes,관형사,A,koen,,,,
1060,네,yes,감탄사,A,koen,,,,
1061,네거리,crossroads,명사,B,koen,,,,
1062,넥타이,tie,명사,A,koen,,,,
1063,넷,four,수사,A,koen,,,,
1064,넷째,Fourth,관형사,A,koen,,,,
1065,넷째,Fourth,수사,A,koen,,,,
1066,녀석,boy,의존 명사,B,koen,,,,
1067,년,year,의존 명사,A,koen,,,,
1068,년대,Years,의존 명사,B,koen,,,,
1069,년도,Year,의존 명사,B,koen,,,,
1070,년생,Born in 1920,의존 명사,C,koen,,,,
1071,노동,labor,명사,C,koen,,,,
1072,노동자,worker,명사,B,koen,,,,
1073,노란색,yellow,명사,A,koen,,,,
1074,노랗다,Yellow,형용사,B,koen,,,,
1075,노래,sing,명사,A,koen,,,,
1076,노래방,karaoke,명사,B,koen,,,,
1077,노래하다,sing,동사,A,koen,,,,
1078,노랫소리,singing voice,명사,B,koen,,,,
1079,노력,effort,명사,B,koen,,,,
1080,노력하다,try hard,동사,B,koen,,,,
1081,노선,route,명사,C,koen,,,,
1082,노인,old man,명사,B,koen,,,,
1083,노트,Note,명사,A,koen,,,,
1084,녹다,fuze,동사,C,koen,,,,
1085,녹색,green,명사,B,koen,,,,
1086,녹음,recording,명사,B,koen,,,,
1087,녹음하다,Record,동사,B,koen,,,,
1088,녹이다,melt,동사,C,koen,,,,
1089,녹차,green tea,명사,B,koen,,,,
1090,녹화,telerecording,명사,C,koen,,,,
1091,논,rice paddy,명사,C,koen,,,,
1092,논리,logic,명사,C,koen,,,,
1093,논리적,Logical,명사,C,koen,,,,
1094,논문,thesis,명사,B,koen,,,,
1095,논의하다,discuss,동사,B,koen,,,,
1096,논쟁,controversy,명사,C,koen,,,,
1097,논하다,reason,동사,C,koen,,,,
1098,놀다,play,동사,A,koen,,,,
1099,놀라다,surprised,동사,A,koen,,,,
1100,놀랍다,Amazing,형용사,B,koen,,,,
1101,놀리다,quiz,동사,C,koen,,,,
1102,놀이,play,명사,B,koen,,,,
1103,놀이터,playground,명사,B,koen,,,,
1104,놈,bloke,의존 명사,C,koen,,,,
1105,농구,basketball,명사,B,koen,,,,
1106,농담,joke,명사,B,koen,,,,
1107,농민,farmers,명사,C,koen,,,,
1108,농부,peasant,명사,C,koen,,,,
1109,농사,farming,명사,B,koen,,,,
1110,농사일,Farm work,명사,C,koen,,,,
1111,농사짓다,Farm,동사,C,koen,,,,
1112,농산물,agricultural products,명사,C,koen,,,,
1113,농업,agriculture,명사,B,koen,,,,
1114,농장,farm,명사,C,koen,,,,
1115,농촌,rural areas,명사,B,koen,,,,
1116,높다,be high,형용사,A,koen,,,,
1117,높아지다,rise,동사,B,koen,,,,
1118,높이,height,명사,B,koen,,,,
1119,높이,height,부사,B,koen,,,,
1120,높이다,heighten,동사,B,koen,,,,
1121,놓다,put,보조 용언,A,koen,,,,
1122,놓다,put,동사,A,koen,,,,
1123,놓아두다,Leave it alone,동사,C,koen,,,,
1124,놓이다,go,동사,B,koen,,,,
1125,놓치다,miss,동사,B,koen,,,,
1126,놔두다,Leave it alone,동사,C,koen,,,,
1127,뇌,brain,명사,C,koen,,,,
1128,누구,who,대명사,A,koen,,,,
1129,누나,Sister,명사,A,koen,,,,
1130,누르다,press,동사,B,koen,,,,
